PROI,SEXO,MESPAR,ANOPAR,count
2,1,6,2019,127
2,1,7,2019,139
2,1,8,2019,136
2,1,9,2019,125
2,1,10,2019,109
2,1,11,2019,131
2,1,12,2019,122
2,6,1,2019,123
2,6,2,2019,102
2,6,3,2019,117
2,6,4,2019,129
2,6,5,2019,99
2,6,6,2019,123
2,6,7,2019,114
2,6,8,2019,140
2,6,9,2019,132
2,6,10,2019,120
2,6,11,2019,112
2,6,12,2019,104
3,1,1,2019,621
3,1,2,2019,563
3,1,3,2019,557
3,1,4,2019,537
3,1,5,2019,595
3,1,6,2019,534
3,1,7,2019,630
3,1,8,2019,631
3,1,9,2019,717
3,1,10,2019,678
3,1,11,2019,617
3,1,12,2019,651
3,6,1,2019,551
3,6,2,2019,535
3,6,3,2019,543
3,6,4,2019,558
3,6,5,2019,534
3,6,6,2019,476
3,6,7,2019,593
3,6,8,2019,631
3,6,9,2019,588
3,6,10,2019,658
3,6,11,2019,578
3,6,12,2019,498
4,1,1,2019,307
4,1,2,2019,272
4,1,3,2019,290
4,1,4,2019,301
4,1,5,2019,309
4,1,6,2019,308
4,1,7,2019,283
4,1,8,2019,338
4,1,9,2019,318
4,1,10,2019,331
4,1,11,2019,323
4,1,12,2019,328
4,6,1,2019,330
4,6,2,2019,268
4,6,3,2019,307
4,6,4,2019,297
4,6,5,2019,277
4,6,6,2019,279
4,6,7,2019,287
4,6,8,2019,332
4,6,9,2019,287
4,6,10,2019,340
4,6,11,2019,296
4,6,12,2019,282
5,1,1,2019,43
5,1,2,2019,32
5,1,3,2019,27
5,1,4,2019,40
5,1,5,2019,45
5,1,6,2019,30
5,1,7,2019,34
5,1,8,2019,33
5,1,9,2019,38
5,1,10,2019,38
5,1,11,2019,38
5,1,12,2019,39
5,6,1,2019,28
5,6,2,2019,33
5,6,3,2019,34
5,6,4,2019,42
5,6,5,2019,42
5,6,6,2019,42
5,6,7,2019,43
5,6,8,2019,48
5,6,9,2019,36
5,6,10,2019,40
5,6,11,2019,36
5,6,12,2019,39
6,1,1,2019,261
6,1,2,2019,216
6,1,3,2019,216
6,1,4,2019,206
6,1,5,2019,215
6,1,6,2019,186
6,1,7,2019,251
6,1,8,2019,231
6,1,9,2019,217
6,1,10,2019,249
6,1,11,2019,219
6,1,12,2019,211
6,6,1,2019,226
6,6,2,2019,187
6,6,3,2019,180
6,6,4,2019,221
6,6,5,2019,233
6,6,6,2019,198
6,6,7,2019,213
6,6,8,2019,203
6,6,9,2019,206
6,6,10,2019,235
6,6,11,2019,211
6,6,12,2019,212
7,1,1,2019,401
7,1,2,2019,348
7,1,3,2019,407
7,1,4,2019,380
7,1,5,2019,373
7,1,6,2019,411
7,1,7,2019,445
7,1,8,2019,430
7,1,9,2019,455
7,1,10,2019,428
7,1,11,2019,439
7,1,12,2019,434
7,6,1,2019,382
7,6,2,2019,356
7,6,3,2019,358
7,6,4,2019,367
7,6,5,2019,366
7,6,6,2019,351
7,6,7,2019,442
7,6,8,2019,419
7,6,9,2019,421
7,6,10,2019,442
7,6,11,2019,340
7,6,12,2019,403
8,1,1,2019,2020
8,1,2,2019,1823
8,1,3,2019,1846
8,1,4,2019,1864
8,1,5,2019,1931
8,1,6,2019,1903
8,1,7,2019,2058
8,1,8,2019,1930
8,1,9,2019,2065
8,1,10,2019,1983
8,1,11,2019,1826
8,1,12,2019,1864
8,6,1,2019,1984
8,6,2,2019,1674
8,6,3,2019,1845
8,6,4,2019,1843
8,6,5,2019,1806
8,6,6,2019,1774
8,6,7,2019,1940
8,6,8,2019,1842
8,6,9,2019,1897
8,6,10,2019,1966
8,6,11,2019,1820
8,6,12,2019,1850
9,1,1,2019,92
9,1,2,2019,94
9,1,3,2019,97
9,1,4,2019,96
9,1,5,2019,88
9,1,6,2019,123
9,1,7,2019,118
9,1,8,2019,116
9,1,9,2019,107
9,1,10,2019,85
9,1,11,2019,96
9,1,12,2019,106
9,6,1,2019,97
9,6,2,2019,104
9,6,3,2019,97
9,6,4,2019,85
9,6,5,2019,93
9,6,6,2019,87
9,6,7,2019,95
9,6,8,2019,123
9,6,9,2019,93
9,6,10,2019,99
9,6,11,2019,81
9,6,12,2019,98
10,1,1,2019,106
10,1,2,2019,86
10,1,3,2019,92
10,1,4,2019,108
10,1,5,2019,119
10,1,6,2019,101
10,1,7,2019,104
10,1,8,2019,107
10,1,9,2019,99
10,1,10,2019,120
10,1,11,2019,107
10,1,12,2019,112
10,6,1,2019,113
10,6,2,2019,109
10,6,3,2019,97
10,6,4,2019,83
10,6,5,2019,114
10,6,6,2019,85
10,6,7,2019,85
10,6,8,2019,107
10,6,9,2019,116
10,6,10,2019,105
10,6,11,2019,89
10,6,12,2019,92
11,1,1,2019,408
11,1,2,2019,380
11,1,3,2019,398
11,1,4,2019,419
11,1,5,2019,407
11,1,6,2019,393
11,1,7,2019,407
11,1,8,2019,468
11,1,9,2019,432
11,1,10,2019,464
11,1,11,2019,426
11,1,12,2019,437
11,6,1,2019,439
11,6,2,2019,380
11,6,3,2019,400
11,6,4,2019,383
11,6,5,2019,377
11,6,6,2019,360
11,6,7,2019,350
11,6,8,2019,423
11,6,9,2019,400
11,6,10,2019,438
11,6,11,2019,432
11,6,12,2019,404
12,1,1,2019,196
12,1,2,2019,174
12,1,3,2019,168
12,1,4,2019,156
12,1,5,2019,181
12,1,6,2019,185
12,1,7,2019,200
12,1,8,2019,193
12,1,9,2019,218
12,1,10,2019,233
12,1,11,2019,193
12,1,12,2019,208
12,6,1,2019,199
12,6,2,2019,157
12,6,3,2019,151
12,6,4,2019,159
12,6,5,2019,169
12,6,6,2019,161
12,6,7,2019,184
12,6,8,2019,186
12,6,9,2019,214
12,6,10,2019,207
12,6,11,2019,174
12,6,12,2019,165
13,1,1,2019,159
13,1,2,2019,147
13,1,3,2019,142
13,1,4,2019,128
13,1,5,2019,175
13,1,6,2019,178
13,1,7,2019,183
13,1,8,2019,161
13,1,9,2019,155
13,1,10,2019,145
13,1,11,2019,132
13,1,12,2019,146
13,6,1,2019,127
13,6,2,2019,127
13,6,3,2019,153
13,6,4,2019,137
13,6,5,2019,148
13,6,6,2019,131
13,6,7,2019,149
13,6,8,2019,171
13,6,9,2019,150
13,6,10,2019,174
13,6,11,2019,125
13,6,12,2019,142
14,1,1,2019,274
14,1,2,2019,228
14,1,3,2019,273
14,1,4,2019,243
14,1,5,2019,263
14,1,6,2019,231
14,1,7,2019,254
14,1,8,2019,269
14,1,9,2019,269
14,1,10,2019,296
14,1,11,2019,259
14,1,12,2019,248
14,6,1,2019,275
14,6,2,2019,246
14,6,3,2019,252
14,6,4,2019,266
14,6,5,2019,249
14,6,6,2019,210
14,6,7,2019,238
14,6,8,2019,200
14,6,9,2019,251
14,6,10,2019,254
14,6,11,2019,260
14,6,12,2019,250
15,1,1,2019,298
15,1,2,2019,261
15,1,3,2019,305
15,1,4,2019,272
15,1,5,2019,284
15,1,6,2019,254
15,1,7,2019,335
15,1,8,2019,283
15,1,9,2019,303
15,1,10,2019,300
15,1,11,2019,268
15,1,12,2019,264
15,6,1,2019,269
15,6,2,2019,235
15,6,3,2019,277
15,6,4,2019,256
15,6,5,2019,275
15,6,6,2019,265
15,6,7,2019,285
15,6,8,2019,271
15,6,9,2019,274
15,6,10,2019,291
15,6,11,2019,267
15,6,12,2019,278
16,1,1,2019,51
16,1,2,2019,47
16,1,3,2019,64
16,1,4,2019,57
16,1,5,2019,59
16,1,6,2019,53
16,1,7,2019,58
16,1,8,2019,54
16,1,9,2019,53
16,1,10,2019,59
16,1,11,2019,51
16,1,12,2019,69
16,6,1,2019,56
16,6,2,2019,45
16,6,3,2019,53
16,6,4,2019,48
16,6,5,2019,53
16,6,6,2019,54
16,6,7,2019,64
16,6,8,2019,51
16,6,9,2019,55
16,6,10,2019,62
16,6,11,2019,52
16,6,12,2019,54
17,1,1,2019,308
17,1,2,2019,242
17,1,3,2019,267
17,1,4,2019,246
17,1,5,2019,273
17,1,6,2019,265
17,1,7,2019,315
17,1,8,2019,275
17,1,9,2019,274
17,1,10,2019,295
17,1,11,2019,272
17,1,12,2019,248
17,6,1,2019,269
17,6,2,2019,233
17,6,3,2019,225
17,6,4,2019,257
17,6,5,2019,244
17,6,6,2019,256
17,6,7,2019,299
17,6,8,2019,273
17,6,9,2019,294
17,6,10,2019,264
17,6,11,2019,274
17,6,12,2019,253
18,1,1,2019,321
18,1,2,2019,303
18,1,3,2019,308
18,1,4,2019,297
18,1,5,2019,340
18,1,6,2019,285
18,1,7,2019,334
18,1,8,2019,371
18,1,9,2019,369
18,1,10,2019,335
18,1,11,2019,319
18,1,12,2019,348
18,6,1,2019,337
18,6,2,2019,300
18,6,3,2019,310
18,6,4,2019,311
18,6,5,2019,334
18,6,6,2019,303
18,6,7,2019,286
18,6,8,2019,332
18,6,9,2019,351
18,6,10,2019,338
18,6,11,2019,309
18,6,12,2019,296
19,1,1,2019,71
19,1,2,2019,55
19,1,3,2019,75
19,1,4,2019,75
19,1,5,2019,77
19,1,6,2019,87
19,1,7,2019,92
19,1,8,2019,69
19,1,9,2019,89
19,1,10,2019,69
19,1,11,2019,74
19,1,12,2019,68
19,6,1,2019,72
19,6,2,2019,68
19,6,3,2019,60
19,6,4,2019,65
19,6,5,2019,58
19,6,6,2019,76
19,6,7,2019,65
19,6,8,2019,81
19,6,9,2019,74
19,6,10,2019,75
19,6,11,2019,83
19,6,12,2019,60
20,1,1,2019,241
20,1,2,2019,195
20,1,3,2019,226
20,1,4,2019,190
20,1,5,2019,230
20,1,6,2019,203
20,1,7,2019,226
20,1,8,2019,248
20,1,9,2019,233
20,1,10,2019,232
20,1,11,2019,202
20,1,12,2019,200
20,6,1,2019,233
20,6,2,2019,185
20,6,3,2019,198
20,6,4,2019,196
20,6,5,2019,211
20,6,6,2019,226
20,6,7,2019,219
20,6,8,2019,226
20,6,9,2019,272
20,6,10,2019,198
20,6,11,2019,199
20,6,12,2019,207
21,1,1,2019,206
21,1,2,2019,160
21,1,3,2019,211
21,1,4,2019,208
21,1,5,2019,182
21,1,6,2019,167
21,1,7,2019,196
21,1,8,2019,186
21,1,9,2019,206
21,1,10,2019,182
21,1,11,2019,173
21,1,12,2019,193
21,6,1,2019,185
21,6,2,2019,172
21,6,3,2019,208
21,6,4,2019,178
21,6,5,2019,175
21,6,6,2019,162
21,6,7,2019,213
21,6,8,2019,202
21,6,9,2019,197
21,6,10,2019,214
21,6,11,2019,173
21,6,12,2019,167
22,1,1,2019,63
22,1,2,2019,68
22,1,3,2019,61
22,1,4,2019,70
22,1,5,2019,59
22,1,6,2019,61
22,1,7,2019,68
22,1,8,2019,77
22,1,9,2019,60
22,1,10,2019,77
22,1,11,2019,62
22,1,12,2019,72
22,6,1,2019,65
22,6,2,2019,48
22,6,3,2019,43
22,6,4,2019,63
22,6,5,2019,59
22,6,6,2019,53
22,6,7,2019,70
22,6,8,2019,65
22,6,9,2019,76
22,6,10,2019,58
22,6,11,2019,66
22,6,12,2019,55
23,1,1,2019,189
23,1,2,2019,200
23,1,3,2019,212
23,1,4,2019,170
23,1,5,2019,206
23,1,6,2019,174
23,1,7,2019,233
23,1,8,2019,225
23,1,9,2019,205
23,1,10,2019,219
23,1,11,2019,200
23,1,12,2019,220
23,6,1,2019,190
23,6,2,2019,184
23,6,3,2019,200
23,6,4,2019,172
23,6,5,2019,180
23,6,6,2019,166
23,6,7,2019,200
23,6,8,2019,191
23,6,9,2019,210
23,6,10,2019,225
23,6,11,2019,169
23,6,12,2019,184
24,1,1,2019,91
24,1,2,2019,86
24,1,3,2019,106
24,1,4,2019,103
24,1,5,2019,112
24,1,6,2019,95
24,1,7,2019,117
24,1,8,2019,122
24,1,9,2019,110
24,1,10,2019,85
24,1,11,2019,110
24,1,12,2019,82
24,6,1,2019,93
24,6,2,2019,93
24,6,3,2019,91
24,6,4,2019,96
24,6,5,2019,108
24,6,6,2019,89
24,6,7,2019,95
24,6,8,2019,102
24,6,9,2019,97
24,6,10,2019,100
24,6,11,2019,105
24,6,12,2019,102
25,1,1,2019,132
25,1,2,2019,154
25,1,3,2019,173
25,1,4,2019,135
25,1,5,2019,144
25,1,6,2019,130
25,1,7,2019,139
25,1,8,2019,170
25,1,9,2019,155
25,1,10,2019,170
25,1,11,2019,132
25,1,12,2019,140
25,6,1,2019,146
25,6,2,2019,147
25,6,3,2019,142
25,6,4,2019,125
25,6,5,2019,151
25,6,6,2019,148
25,6,7,2019,131
25,6,8,2019,145
25,6,9,2019,123
25,6,10,2019,137
25,6,11,2019,145
25,6,12,2019,127
26,1,1,2019,107
26,1,2,2019,94
26,1,3,2019,92
26,1,4,2019,89
26,1,5,2019,107
26,1,6,2019,109
26,1,7,2019,101
26,1,8,2019,116
26,1,9,2019,95
26,1,10,2019,113
26,1,11,2019,110
26,1,12,2019,107
26,6,1,2019,106
26,6,2,2019,84
26,6,3,2019,99
26,6,4,2019,90
26,6,5,2019,92
26,6,6,2019,124
26,6,7,2019,100
26,6,8,2019,99
26,6,9,2019,102
26,6,10,2019,108
26,6,11,2019,93
26,6,12,2019,75
27,1,1,2019,79
27,1,2,2019,73
27,1,3,2019,74
27,1,4,2019,56
27,1,5,2019,72
27,1,6,2019,96
27,1,7,2019,71
27,1,8,2019,69
27,1,9,2019,81
27,1,10,2019,90
27,1,11,2019,77
27,1,12,2019,64
27,6,1,2019,69
27,6,2,2019,54
27,6,3,2019,53
27,6,4,2019,78
27,6,5,2019,75
27,6,6,2019,66
27,6,7,2019,68
27,6,8,2019,85
27,6,9,2019,67
27,6,10,2019,60
27,6,11,2019,65
27,6,12,2019,54
28,1,1,2019,2478
28,1,2,2019,2191
28,1,3,2019,2439
28,1,4,2019,2465
28,1,5,2019,2516
28,1,6,2019,2440
28,1,7,2019,2624
28,1,8,2019,2491
28,1,9,2019,2408
28,1,10,2019,2564
28,1,11,2019,2401
28,1,12,2019,2293
28,6,1,2019,2299
28,6,2,2019,2126
28,6,3,2019,2244
28,6,4,2019,2326
28,6,5,2019,2362
28,6,6,2019,2291
28,6,7,2019,2413
28,6,8,2019,2274
28,6,9,2019,2359
28,6,10,2019,2386
28,6,11,2019,2222
28,6,12,2019,2115
29,1,1,2019,605
29,1,2,2019,531
29,1,3,2019,543
29,1,4,2019,581
29,1,5,2019,583
29,1,6,2019,528
29,1,7,2019,594
29,1,8,2019,649
29,1,9,2019,592
29,1,10,2019,618
29,1,11,2019,566
29,1,12,2019,505
29,6,1,2019,556
29,6,2,2019,485
29,6,3,2019,508
29,6,4,2019,521
29,6,5,2019,520
29,6,6,2019,452
29,6,7,2019,537
29,6,8,2019,597
29,6,9,2019,561
29,6,10,2019,610
29,6,11,2019,517
29,6,12,2019,607
30,1,1,2019,593
30,1,2,2019,584
30,1,3,2019,592
30,1,4,2019,566
30,1,5,2019,539
30,1,6,2019,582
30,1,7,2019,633
30,1,8,2019,642
30,1,9,2019,642
30,1,10,2019,686
30,1,11,2019,662
30,1,12,2019,616
30,6,1,2019,623
30,6,2,2019,532
30,6,3,2019,592
30,6,4,2019,565
30,6,5,2019,533
30,6,6,2019,496
30,6,7,2019,608
30,6,8,2019,580
30,6,9,2019,615
30,6,10,2019,623
30,6,11,2019,622
30,6,12,2019,585
31,1,1,2019,247
31,1,2,2019,209
31,1,3,2019,237
31,1,4,2019,217
31,1,5,2019,248
31,1,6,2019,247
31,1,7,2019,223
31,1,8,2019,241
31,1,9,2019,254
31,1,10,2019,233
31,1,11,2019,215
31,1,12,2019,219
31,6,1,2019,187
31,6,2,2019,186
31,6,3,2019,227
31,6,4,2019,204
31,6,5,2019,241
31,6,6,2019,224
31,6,7,2019,242
31,6,8,2019,216
31,6,9,2019,189
31,6,10,2019,221
31,6,11,2019,212
31,6,12,2019,227
32,1,1,2019,64
32,1,2,2019,56
32,1,3,2019,60
32,1,4,2019,55
32,1,5,2019,67
32,1,6,2019,80
32,1,7,2019,67
32,1,8,2019,53
32,1,9,2019,73
32,1,10,2019,66
32,1,11,2019,56
32,1,12,2019,64
32,6,1,2019,41
32,6,2,2019,52
32,6,3,2019,48
32,6,4,2019,68
32,6,5,2019,58
32,6,6,2019,59
32,6,7,2019,62
32,6,8,2019,63
32,6,9,2019,64
32,6,10,2019,60
32,6,11,2019,69
32,6,12,2019,59
33,1,1,2019,216
33,1,2,2019,215
33,1,3,2019,204
33,1,4,2019,208
33,1,5,2019,226
33,1,6,2019,215
33,1,7,2019,250
33,1,8,2019,253
33,1,9,2019,209
33,1,10,2019,230
33,1,11,2019,242
33,1,12,2019,212
33,6,1,2019,222
33,6,2,2019,183
33,6,3,2019,194
33,6,4,2019,218
33,6,5,2019,231
33,6,6,2019,223
33,6,7,2019,226
33,6,8,2019,206
33,6,9,2019,209
33,6,10,2019,206
33,6,11,2019,234
33,6,12,2019,215
34,1,1,2019,42
34,1,2,2019,39
34,1,3,2019,34
34,1,4,2019,31
34,1,5,2019,32
34,1,6,2019,47
34,1,7,2019,40
34,1,8,2019,38
34,1,9,2019,48
34,1,10,2019,43
34,1,11,2019,43
34,1,12,2019,29
34,6,1,2019,39
34,6,2,2019,40
34,6,3,2019,50
34,6,4,2019,39
34,6,5,2019,36
34,6,6,2019,40
34,6,7,2019,35
34,6,8,2019,35
34,6,9,2019,25
34,6,10,2019,35
34,6,11,2019,30
34,6,12,2019,34
35,1,1,2019,326
35,1,2,2019,302
35,1,3,2019,291
35,1,4,2019,289
35,1,5,2019,299
35,1,6,2019,301
35,1,7,2019,330
35,1,8,2019,326
35,1,9,2019,341
35,1,10,2019,348
35,1,11,2019,313
35,1,12,2019,358
35,6,1,2019,311
35,6,2,2019,295
35,6,3,2019,294
35,6,4,2019,293
35,6,5,2019,289
35,6,6,2019,284
35,6,7,2019,317
35,6,8,2019,313
35,6,9,2019,297
35,6,10,2019,338
35,6,11,2019,364
35,6,12,2019,306
36,1,1,2019,275
36,1,2,2019,249
36,1,3,2019,259
36,1,4,2019,236
36,1,5,2019,267
36,1,6,2019,269
36,1,7,2019,272
36,1,8,2019,294
36,1,9,2019,272
36,1,10,2019,279
36,1,11,2019,246
36,1,12,2019,208
36,6,1,2019,243
36,6,2,2019,234
36,6,3,2019,241
36,6,4,2019,193
36,6,5,2019,233
36,6,6,2019,243
36,6,7,2019,269
36,6,8,2019,254
36,6,9,2019,240
36,6,10,2019,211
36,6,11,2019,237
36,6,12,2019,229
37,1,1,2019,98
37,1,2,2019,63
37,1,3,2019,78
37,1,4,2019,93
37,1,5,2019,95
37,1,6,2019,89
37,1,7,2019,92
37,1,8,2019,88
37,1,9,2019,72
37,1,10,2019,90
37,1,11,2019,68
37,1,12,2019,82
37,6,1,2019,82
37,6,2,2019,63
37,6,3,2019,77
37,6,4,2019,87
37,6,5,2019,83
37,6,6,2019,65
37,6,7,2019,80
37,6,8,2019,64
37,6,9,2019,91
37,6,10,2019,78
37,6,11,2019,92
37,6,12,2019,94
38,1,1,2019,276
38,1,2,2019,230
38,1,3,2019,249
38,1,4,2019,264
38,1,5,2019,281
38,1,6,2019,248
38,1,7,2019,275
38,1,8,2019,312
38,1,9,2019,321
38,1,10,2019,314
38,1,11,2019,279
38,1,12,2019,284
38,6,1,2019,256
38,6,2,2019,258
38,6,3,2019,290
38,6,4,2019,259
38,6,5,2019,264
38,6,6,2019,224
38,6,7,2019,267
38,6,8,2019,272
38,6,9,2019,267
38,6,10,2019,274
38,6,11,2019,256
38,6,12,2019,276
39,1,1,2019,173
39,1,2,2019,143
39,1,3,2019,168
39,1,4,2019,114
39,1,5,2019,147
39,1,6,2019,131
39,1,7,2019,162
39,1,8,2019,168
39,1,9,2019,159
39,1,10,2019,164
39,1,11,2019,166
39,1,12,2019,136
39,6,1,2019,160
39,6,2,2019,127
39,6,3,2019,142
39,6,4,2019,130
39,6,5,2019,138
39,6,6,2019,133
39,6,7,2019,149
39,6,8,2019,164
39,6,9,2019,146
39,6,10,2019,154
39,6,11,2019,136
39,6,12,2019,121
40,1,1,2019,45
40,1,2,2019,39
40,1,3,2019,39
40,1,4,2019,42
40,1,5,2019,49
40,1,6,2019,42
40,1,7,2019,42
40,1,8,2019,36
40,1,9,2019,39
40,1,10,2019,47
40,1,11,2019,38
40,1,12,2019,41
40,6,1,2019,50
40,6,2,2019,33
40,6,3,2019,42
40,6,4,2019,46
40,6,5,2019,53
40,6,6,2019,40
40,6,7,2019,40
40,6,8,2019,40
40,6,9,2019,34
40,6,10,2019,33
40,6,11,2019,45
40,6,12,2019,28
41,1,1,2019,747
41,1,2,2019,598
41,1,3,2019,710
41,1,4,2019,706
41,1,5,2019,695
41,1,6,2019,596
41,1,7,2019,701
41,1,8,2019,745
41,1,9,2019,723
41,1,10,2019,805
41,1,11,2019,731
41,1,12,2019,678
41,6,1,2019,722
41,6,2,2019,607
41,6,3,2019,682
41,6,4,2019,646
41,6,5,2019,627
41,6,6,2019,594
41,6,7,2019,655
41,6,8,2019,686
41,6,9,2019,657
41,6,10,2019,711
41,6,11,2019,649
41,6,12,2019,649
42,1,1,2019,26
42,1,2,2019,19
42,1,3,2019,25
42,1,4,2019,33
42,1,5,2019,36
42,1,6,2019,30
42,1,7,2019,23
42,1,8,2019,19
42,1,9,2019,28
42,1,10,2019,16
42,1,11,2019,32
42,1,12,2019,25
42,6,1,2019,19
42,6,2,2019,19
42,6,3,2019,24
42,6,4,2019,20
42,6,5,2019,22
42,6,6,2019,22
42,6,7,2019,25
42,6,8,2019,22
42,6,9,2019,25
42,6,10,2019,19
42,6,11,2019,15
42,6,12,2019,21
43,1,1,2019,296
43,1,2,2019,254
43,1,3,2019,273
43,1,4,2019,247
43,1,5,2019,284
43,1,6,2019,255
43,1,7,2019,306
43,1,8,2019,298
43,1,9,2019,317
43,1,10,2019,312
43,1,11,2019,258
43,1,12,2019,274
43,6,1,2019,263
43,6,2,2019,230
43,6,3,2019,252
43,6,4,2019,222
43,6,5,2019,245
43,6,6,2019,236
43,6,7,2019,285
43,6,8,2019,273
43,6,9,2019,302
43,6,10,2019,290
43,6,11,2019,253
43,6,12,2019,263
44,1,1,2019,51
44,1,2,2019,33
44,1,3,2019,39
44,1,4,2019,43
44,1,5,2019,41
44,1,6,2019,36
44,1,7,2019,44
44,1,8,2019,32
44,1,9,2019,52
44,1,10,2019,34
44,1,11,2019,39
44,1,12,2019,25
44,6,1,2019,47
44,6,2,2019,29
44,6,3,2019,43
44,6,4,2019,41
44,6,5,2019,38
44,6,6,2019,36
44,6,7,2019,47
44,6,8,2019,47
44,6,9,2019,37
44,6,10,2019,33
44,6,11,2019,31
44,6,12,2019,41
45,1,1,2019,184
45,1,2,2019,177
45,1,3,2019,213
45,1,4,2019,194
45,1,5,2019,236
45,1,6,2019,210
45,1,7,2019,241
45,1,8,2019,229
45,1,9,2019,222
45,1,10,2019,195
45,1,11,2019,181
45,1,12,2019,194
45,6,1,2019,174
45,6,2,2019,213
45,6,3,2019,214
45,6,4,2019,196
45,6,5,2019,196
45,6,6,2019,177
45,6,7,2019,209
45,6,8,2019,205
45,6,9,2019,201
45,6,10,2019,202
45,6,11,2019,189
45,6,12,2019,182
46,1,1,2019,880
46,1,2,2019,719
46,1,3,2019,827
46,1,4,2019,751
46,1,5,2019,790
46,1,6,2019,732
46,1,7,2019,807
46,1,8,2019,876
46,1,9,2019,852
46,1,10,2019,906
46,1,11,2019,823
46,1,12,2019,843
46,6,1,2019,856
46,6,2,2019,759
46,6,3,2019,712
46,6,4,2019,703
46,6,5,2019,694
46,6,6,2019,700
46,6,7,2019,828
46,6,8,2019,787
46,6,9,2019,800
46,6,10,2019,812
46,6,11,2019,732
46,6,12,2019,770
47,1,1,2019,115
47,1,2,2019,110
47,1,3,2019,164
47,1,4,2019,123
47,1,5,2019,152
47,1,6,2019,154
47,1,7,2019,169
47,1,8,2019,161
47,1,9,2019,131
47,1,10,2019,133
47,1,11,2019,137
47,1,12,2019,131
47,6,1,2019,155
47,6,2,2019,139
47,6,3,2019,137
47,6,4,2019,131
47,6,5,2019,138
47,6,6,2019,132
47,6,7,2019,154
47,6,8,2019,130
47,6,9,2019,124
47,6,10,2019,151
47,6,11,2019,129
47,6,12,2019,141
48,1,1,2019,355
48,1,2,2019,313
48,1,3,2019,319
48,1,4,2019,320
48,1,5,2019,337
48,1,6,2019,315
48,1,7,2019,398
48,1,8,2019,378
48,1,9,2019,309
48,1,10,2019,384
48,1,11,2019,342
48,1,12,2019,317
48,6,1,2019,302
48,6,2,2019,276
48,6,3,2019,315
48,6,4,2019,317
48,6,5,2019,333
48,6,6,2019,296
48,6,7,2019,342
48,6,8,2019,312
48,6,9,2019,326
48,6,10,2019,332
48,6,11,2019,363
48,6,12,2019,304
49,1,1,2019,44
49,1,2,2019,30
49,1,3,2019,25
49,1,4,2019,35
49,1,5,2019,32
49,1,6,2019,40
49,1,7,2019,38
49,1,8,2019,28
49,1,9,2019,41
49,1,10,2019,41
49,1,11,2019,35
49,1,12,2019,27
49,6,1,2019,38
49,6,2,2019,31
49,6,3,2019,33
49,6,4,2019,30
49,6,5,2019,33
49,6,6,2019,31
49,6,7,2019,37
49,6,8,2019,33
49,6,9,2019,35
49,6,10,2019,38
49,6,11,2019,33
49,6,12,2019,27
50,1,1,2019,291
50,1,2,2019,256
50,1,3,2019,288
50,1,4,2019,299
50,1,5,2019,318
50,1,6,2019,328
50,1,7,2019,327
50,1,8,2019,337
50,1,9,2019,324
50,1,10,2019,330
50,1,11,2019,317
50,1,12,2019,314
50,6,1,2019,324
50,6,2,2019,242
50,6,3,2019,285
50,6,4,2019,254
50,6,5,2019,301
50,6,6,2019,308
50,6,7,2019,315
50,6,8,2019,292
50,6,9,2019,293
50,6,10,2019,325
50,6,11,2019,269
50,6,12,2019,270
51,1,1,2019,57
51,1,2,2019,52
51,1,3,2019,53
51,1,4,2019,56
51,1,5,2019,47
51,1,6,2019,43
51,1,7,2019,48
51,1,8,2019,60
51,1,9,2019,53
51,1,10,2019,53
51,1,11,2019,51
51,1,12,2019,47
51,6,1,2019,65
51,6,2,2019,30
51,6,3,2019,44
51,6,4,2019,51
51,6,5,2019,33
51,6,6,2019,45
51,6,7,2019,41
51,6,8,2019,46
51,6,9,2019,55
51,6,10,2019,66
51,6,11,2019,56
51,6,12,2019,58
52,1,1,2019,80
52,1,2,2019,56
52,1,3,2019,77
52,1,4,2019,75
52,1,5,2019,90
52,1,6,2019,89
52,1,7,2019,87
52,1,8,2019,93
52,1,9,2019,89
52,1,10,2019,84
52,1,11,2019,69
52,1,12,2019,76
52,6,1,2019,73
52,6,2,2019,68
52,6,3,2019,66
52,6,4,2019,61
52,6,5,2019,83
52,6,6,2019,81
52,6,7,2019,76
52,6,8,2019,73
52,6,9,2019,65
52,6,10,2019,78
52,6,11,2019,77
52,6,12,2019,64
1,1,1,2018,110
1,1,2,2018,114
1,1,3,2018,109
1,1,4,2018,105
1,1,5,2018,116
1,1,6,2018,96
1,1,7,2018,123
1,1,8,2018,123
1,1,9,2018,124
1,1,10,2018,134
1,1,11,2018,102
1,1,12,2018,116
1,6,1,2018,112
1,6,2,2018,117
1,6,3,2018,107
1,6,4,2018,107
1,6,5,2018,106
1,6,6,2018,102
1,6,7,2018,123
1,6,8,2018,114
1,6,9,2018,103
1,6,10,2018,88
1,6,11,2018,124
1,6,12,2018,92
2,1,1,2018,152
2,1,2,2018,129
2,1,3,2018,140
2,1,4,2018,130
2,1,5,2018,119
2,1,6,2018,131
2,1,7,2018,144
2,1,8,2018,141
2,1,9,2018,103
2,1,10,2018,138
2,1,11,2018,132
2,1,12,2018,142
2,6,1,2018,130
2,6,2,2018,112
2,6,3,2018,106
2,6,4,2018,92
2,6,5,2018,123
2,6,6,2018,133
2,6,7,2018,125
2,6,8,2018,120
2,6,9,2018,141
2,6,10,2018,142
2,6,11,2018,128
