PROI,SEXO,MESPAR,ANOPAR,count
1,1,12,2020,78
1,6,1,2020,89
1,6,2,2020,99
1,6,3,2020,92
1,6,4,2020,82
1,6,5,2020,102
1,6,6,2020,99
1,6,7,2020,116
1,6,8,2020,97
1,6,9,2020,107
1,6,10,2020,86
1,6,11,2020,86
1,6,12,2020,83
2,1,1,2020,134
2,1,2,2020,130
2,1,3,2020,143
2,1,4,2020,101
2,1,5,2020,116
2,1,6,2020,125
2,1,7,2020,130
2,1,8,2020,112
2,1,9,2020,132
2,1,10,2020,127
2,1,11,2020,99
2,1,12,2020,81
2,6,1,2020,111
2,6,2,2020,112
2,6,3,2020,112
2,6,4,2020,112
2,6,5,2020,106
2,6,6,2020,119
2,6,7,2020,127
2,6,8,2020,108
2,6,9,2020,131
2,6,10,2020,124
2,6,11,2020,109
2,6,12,2020,102
3,1,1,2020,624
3,1,2,2020,525
3,1,3,2020,570
3,1,4,2020,520
3,1,5,2020,527
3,1,6,2020,497
3,1,7,2020,590
3,1,8,2020,651
3,1,9,2020,659
3,1,10,2020,654
3,1,11,2020,524
3,1,12,2020,495
3,6,1,2020,601
3,6,2,2020,489
3,6,3,2020,565
3,6,4,2020,533
3,6,5,2020,514
3,6,6,2020,541
3,6,7,2020,565
3,6,8,2020,568
3,6,9,2020,582
3,6,10,2020,587
3,6,11,2020,528
3,6,12,2020,473
4,1,1,2020,297
4,1,2,2020,251
4,1,3,2020,320
4,1,4,2020,306
4,1,5,2020,274
4,1,6,2020,280
4,1,7,2020,311
4,1,8,2020,343
4,1,9,2020,318
4,1,10,2020,330
4,1,11,2020,308
4,1,12,2020,268
4,6,1,2020,289
4,6,2,2020,256
4,6,3,2020,278
4,6,4,2020,275
4,6,5,2020,269
4,6,6,2020,279
4,6,7,2020,268
4,6,8,2020,303
4,6,9,2020,274
4,6,10,2020,290
4,6,11,2020,283
4,6,12,2020,242
5,1,1,2020,32
5,1,2,2020,41
5,1,3,2020,37
5,1,4,2020,43
5,1,5,2020,39
5,1,6,2020,38
5,1,7,2020,37
5,1,8,2020,28
5,1,9,2020,40
5,1,10,2020,36
5,1,11,2020,35
5,1,12,2020,22
5,6,1,2020,25
5,6,2,2020,29
5,6,3,2020,37
5,6,4,2020,37
5,6,5,2020,35
5,6,6,2020,32
5,6,7,2020,31
5,6,8,2020,42
5,6,9,2020,39
5,6,10,2020,44
5,6,11,2020,34
5,6,12,2020,25
6,1,1,2020,206
6,1,2,2020,189
6,1,3,2020,229
6,1,4,2020,237
6,1,5,2020,206
6,1,6,2020,211
6,1,7,2020,229
6,1,8,2020,217
6,1,9,2020,234
6,1,10,2020,217
6,1,11,2020,208
6,1,12,2020,174
6,6,1,2020,205
6,6,2,2020,173
6,6,3,2020,207
6,6,4,2020,202
6,6,5,2020,198
6,6,6,2020,219
6,6,7,2020,221
6,6,8,2020,200
6,6,9,2020,222
6,6,10,2020,211
6,6,11,2020,194
6,6,12,2020,194
7,1,1,2020,470
7,1,2,2020,376
7,1,3,2020,394
7,1,4,2020,363
7,1,5,2020,378
7,1,6,2020,373
7,1,7,2020,403
7,1,8,2020,404
7,1,9,2020,440
7,1,10,2020,439
7,1,11,2020,392
7,1,12,2020,323
7,6,1,2020,399
7,6,2,2020,345
7,6,3,2020,372
7,6,4,2020,327
7,6,5,2020,374
7,6,6,2020,393
7,6,7,2020,415
7,6,8,2020,402
7,6,9,2020,447
7,6,10,2020,429
7,6,11,2020,340
7,6,12,2020,362
8,1,1,2020,1930
8,1,2,2020,1745
8,1,3,2020,1941
8,1,4,2020,1721
8,1,5,2020,1952
8,1,6,2020,1856
8,1,7,2020,1872
8,1,8,2020,1852
8,1,9,2020,1927
8,1,10,2020,1852
8,1,11,2020,1694
8,1,12,2020,1509
8,6,1,2020,1969
8,6,2,2020,1736
8,6,3,2020,1839
8,6,4,2020,1597
8,6,5,2020,1723
8,6,6,2020,1727
8,6,7,2020,1760
8,6,8,2020,1735
8,6,9,2020,1836
8,6,10,2020,1817
8,6,11,2020,1687
8,6,12,2020,1454
9,1,1,2020,107
9,1,2,2020,90
9,1,3,2020,89
9,1,4,2020,80
9,1,5,2020,92
9,1,6,2020,92
9,1,7,2020,105
9,1,8,2020,98
9,1,9,2020,81
9,1,10,2020,101
9,1,11,2020,87
9,1,12,2020,66
9,6,1,2020,81
9,6,2,2020,87
9,6,3,2020,82
9,6,4,2020,85
9,6,5,2020,72
9,6,6,2020,88
9,6,7,2020,115
9,6,8,2020,90
9,6,9,2020,102
9,6,10,2020,104
9,6,11,2020,89
9,6,12,2020,71
10,1,1,2020,110
10,1,2,2020,108
10,1,3,2020,92
10,1,4,2020,83
10,1,5,2020,83
10,1,6,2020,106
10,1,7,2020,119
10,1,8,2020,107
10,1,9,2020,115
10,1,10,2020,94
10,1,11,2020,104
10,1,12,2020,92
10,6,1,2020,107
10,6,2,2020,85
10,6,3,2020,94
10,6,4,2020,118
10,6,5,2020,98
10,6,6,2020,90
10,6,7,2020,91
10,6,8,2020,123
10,6,9,2020,99
10,6,10,2020,102
10,6,11,2020,109
10,6,12,2020,70
11,1,1,2020,389
11,1,2,2020,371
11,1,3,2020,409
11,1,4,2020,384
11,1,5,2020,372
11,1,6,2020,393
11,1,7,2020,400
11,1,8,2020,416
11,1,9,2020,382
11,1,10,2020,435
11,1,11,2020,357
11,1,12,2020,348
11,6,1,2020,409
11,6,2,2020,328
11,6,3,2020,393
11,6,4,2020,347
11,6,5,2020,377
11,6,6,2020,373
11,6,7,2020,371
11,6,8,2020,368
11,6,9,2020,425
11,6,10,2020,421
11,6,11,2020,384
11,6,12,2020,331
12,1,1,2020,222
12,1,2,2020,178
12,1,3,2020,185
12,1,4,2020,164
12,1,5,2020,169
12,1,6,2020,169
12,1,7,2020,178
12,1,8,2020,171
12,1,9,2020,193
12,1,10,2020,197
12,1,11,2020,159
12,1,12,2020,145
12,6,1,2020,197
12,6,2,2020,193
12,6,3,2020,170
12,6,4,2020,138
12,6,5,2020,162
12,6,6,2020,155
12,6,7,2020,185
12,6,8,2020,203
12,6,9,2020,168
12,6,10,2020,164
12,6,11,2020,164
12,6,12,2020,130
13,1,1,2020,125
13,1,2,2020,135
13,1,3,2020,143
13,1,4,2020,137
13,1,5,2020,143
13,1,6,2020,162
13,1,7,2020,172
13,1,8,2020,177
13,1,9,2020,139
13,1,10,2020,168
13,1,11,2020,148
13,1,12,2020,101
13,6,1,2020,132
13,6,2,2020,135
13,6,3,2020,133
13,6,4,2020,126
13,6,5,2020,124
13,6,6,2020,134
13,6,7,2020,166
13,6,8,2020,133
13,6,9,2020,137
13,6,10,2020,144
13,6,11,2020,163
13,6,12,2020,121
14,1,1,2020,268
14,1,2,2020,232
14,1,3,2020,241
14,1,4,2020,246
14,1,5,2020,276
14,1,6,2020,231
14,1,7,2020,246
14,1,8,2020,234
14,1,9,2020,262
14,1,10,2020,260
14,1,11,2020,215
14,1,12,2020,193
14,6,1,2020,244
14,6,2,2020,229
14,6,3,2020,253
14,6,4,2020,234
14,6,5,2020,257
14,6,6,2020,242
14,6,7,2020,267
14,6,8,2020,216
14,6,9,2020,230
14,6,10,2020,232
14,6,11,2020,203
14,6,12,2020,215
15,1,1,2020,262
15,1,2,2020,258
15,1,3,2020,323
15,1,4,2020,283
15,1,5,2020,282
15,1,6,2020,263
15,1,7,2020,298
15,1,8,2020,304
15,1,9,2020,297
15,1,10,2020,264
15,1,11,2020,283
15,1,12,2020,231
15,6,1,2020,288
15,6,2,2020,268
15,6,3,2020,282
15,6,4,2020,241
15,6,5,2020,293
15,6,6,2020,258
15,6,7,2020,301
15,6,8,2020,255
15,6,9,2020,283
15,6,10,2020,294
15,6,11,2020,239
15,6,12,2020,217
16,1,1,2020,43
16,1,2,2020,61
16,1,3,2020,50
16,1,4,2020,39
16,1,5,2020,50
16,1,6,2020,48
16,1,7,2020,48
16,1,8,2020,50
16,1,9,2020,38
16,1,10,2020,49
16,1,11,2020,36
16,1,12,2020,42
16,6,1,2020,47
16,6,2,2020,40
16,6,3,2020,53
16,6,4,2020,51
16,6,5,2020,52
16,6,6,2020,45
16,6,7,2020,56
16,6,8,2020,52
16,6,9,2020,48
16,6,10,2020,59
16,6,11,2020,50
16,6,12,2020,43
17,1,1,2020,344
17,1,2,2020,256
17,1,3,2020,280
17,1,4,2020,227
17,1,5,2020,255
17,1,6,2020,241
17,1,7,2020,275
17,1,8,2020,299
17,1,9,2020,303
17,1,10,2020,281
17,1,11,2020,254
17,1,12,2020,232
17,6,1,2020,292
17,6,2,2020,230
17,6,3,2020,238
17,6,4,2020,237
17,6,5,2020,273
17,6,6,2020,266
17,6,7,2020,251
17,6,8,2020,279
17,6,9,2020,295
17,6,10,2020,250
17,6,11,2020,254
17,6,12,2020,214
18,1,1,2020,292
18,1,2,2020,285
18,1,3,2020,293
18,1,4,2020,278
18,1,5,2020,296
18,1,6,2020,338
18,1,7,2020,312
18,1,8,2020,293
18,1,9,2020,314
18,1,10,2020,326
18,1,11,2020,287
18,1,12,2020,248
18,6,1,2020,317
18,6,2,2020,290
18,6,3,2020,294
18,6,4,2020,303
18,6,5,2020,307
18,6,6,2020,281
18,6,7,2020,306
18,6,8,2020,296
18,6,9,2020,338
18,6,10,2020,339
18,6,11,2020,286
18,6,12,2020,232
19,1,1,2020,55
19,1,2,2020,59
19,1,3,2020,89
19,1,4,2020,71
19,1,5,2020,72
19,1,6,2020,72
19,1,7,2020,83
19,1,8,2020,77
19,1,9,2020,76
19,1,10,2020,82
19,1,11,2020,61
19,1,12,2020,41
19,6,1,2020,79
19,6,2,2020,68
19,6,3,2020,67
19,6,4,2020,70
19,6,5,2020,76
19,6,6,2020,77
19,6,7,2020,69
19,6,8,2020,69
19,6,9,2020,70
19,6,10,2020,70
19,6,11,2020,48
19,6,12,2020,59
20,1,1,2020,219
20,1,2,2020,224
20,1,3,2020,216
20,1,4,2020,239
20,1,5,2020,198
20,1,6,2020,228
20,1,7,2020,251
20,1,8,2020,232
20,1,9,2020,242
20,1,10,2020,217
20,1,11,2020,191
20,1,12,2020,182
20,6,1,2020,217
20,6,2,2020,209
20,6,3,2020,224
20,6,4,2020,197
20,6,5,2020,197
20,6,6,2020,213
20,6,7,2020,213
20,6,8,2020,244
20,6,9,2020,209
20,6,10,2020,198
20,6,11,2020,172
20,6,12,2020,187
21,1,1,2020,165
21,1,2,2020,163
21,1,3,2020,178
21,1,4,2020,165
21,1,5,2020,207
21,1,6,2020,207
21,1,7,2020,205
21,1,8,2020,194
21,1,9,2020,168
21,1,10,2020,209
21,1,11,2020,196
21,1,12,2020,175
21,6,1,2020,177
21,6,2,2020,169
21,6,3,2020,179
21,6,4,2020,152
21,6,5,2020,181
21,6,6,2020,174
21,6,7,2020,184
21,6,8,2020,170
21,6,9,2020,171
21,6,10,2020,178
21,6,11,2020,178
21,6,12,2020,126
22,1,1,2020,61
22,1,2,2020,64
22,1,3,2020,65
22,1,4,2020,58
22,1,5,2020,66
22,1,6,2020,78
22,1,7,2020,50
22,1,8,2020,70
22,1,9,2020,55
22,1,10,2020,65
22,1,11,2020,52
22,1,12,2020,60
22,6,1,2020,57
22,6,2,2020,45
22,6,3,2020,59
22,6,4,2020,47
22,6,5,2020,78
22,6,6,2020,63
22,6,7,2020,68
22,6,8,2020,49
22,6,9,2020,57
22,6,10,2020,67
22,6,11,2020,51
22,6,12,2020,58
23,1,1,2020,202
23,1,2,2020,177
23,1,3,2020,222
23,1,4,2020,182
23,1,5,2020,182
23,1,6,2020,196
23,1,7,2020,240
23,1,8,2020,205
23,1,9,2020,186
23,1,10,2020,176
23,1,11,2020,189
23,1,12,2020,165
23,6,1,2020,210
23,6,2,2020,170
23,6,3,2020,183
23,6,4,2020,182
23,6,5,2020,172
23,6,6,2020,185
23,6,7,2020,195
23,6,8,2020,183
23,6,9,2020,199
23,6,10,2020,177
23,6,11,2020,178
23,6,12,2020,143
24,1,1,2020,111
24,1,2,2020,97
24,1,3,2020,99
24,1,4,2020,99
24,1,5,2020,103
24,1,6,2020,100
24,1,7,2020,97
24,1,8,2020,104
24,1,9,2020,107
24,1,10,2020,90
24,1,11,2020,83
24,1,12,2020,75
24,6,1,2020,94
24,6,2,2020,89
24,6,3,2020,94
24,6,4,2020,79
24,6,5,2020,90
24,6,6,2020,94
24,6,7,2020,96
24,6,8,2020,88
24,6,9,2020,113
24,6,10,2020,99
24,6,11,2020,92
24,6,12,2020,90
25,1,1,2020,150
25,1,2,2020,130
25,1,3,2020,155
25,1,4,2020,145
25,1,5,2020,141
25,1,6,2020,128
25,1,7,2020,145
25,1,8,2020,158
25,1,9,2020,142
25,1,10,2020,153
25,1,11,2020,103
25,1,12,2020,112
25,6,1,2020,136
25,6,2,2020,136
25,6,3,2020,150
25,6,4,2020,137
25,6,5,2020,139
25,6,6,2020,143
25,6,7,2020,158
25,6,8,2020,146
25,6,9,2020,143
25,6,10,2020,164
25,6,11,2020,121
25,6,12,2020,113
26,1,1,2020,87
26,1,2,2020,88
26,1,3,2020,121
26,1,4,2020,76
26,1,5,2020,93
26,1,6,2020,102
26,1,7,2020,99
26,1,8,2020,110
26,1,9,2020,121
26,1,10,2020,101
26,1,11,2020,98
26,1,12,2020,81
26,6,1,2020,102
26,6,2,2020,86
26,6,3,2020,103
26,6,4,2020,73
26,6,5,2020,104
26,6,6,2020,96
26,6,7,2020,110
26,6,8,2020,98
26,6,9,2020,82
26,6,10,2020,107
26,6,11,2020,84
26,6,12,2020,88
27,1,1,2020,74
27,1,2,2020,52
27,1,3,2020,90
27,1,4,2020,66
27,1,5,2020,75
27,1,6,2020,69
27,1,7,2020,75
27,1,8,2020,67
27,1,9,2020,80
27,1,10,2020,68
27,1,11,2020,64
27,1,12,2020,60
27,6,1,2020,78
27,6,2,2020,63
27,6,3,2020,57
27,6,4,2020,75
27,6,5,2020,71
27,6,6,2020,79
27,6,7,2020,75
27,6,8,2020,71
27,6,9,2020,76
27,6,10,2020,70
27,6,11,2020,56
27,6,12,2020,63
28,1,1,2020,2402
28,1,2,2020,2110
28,1,3,2020,2291
28,1,4,2020,2362
28,1,5,2020,2382
28,1,6,2020,2344
28,1,7,2020,2413
28,1,8,2020,2368
28,1,9,2020,2393
28,1,10,2020,2327
28,1,11,2020,1997
28,1,12,2020,1716
28,6,1,2020,2274
28,6,2,2020,1947
28,6,3,2020,2185
28,6,4,2020,2001
28,6,5,2020,2304
28,6,6,2020,2237
28,6,7,2020,2329
28,6,8,2020,2240
28,6,9,2020,2329
28,6,10,2020,2305
28,6,11,2020,1988
28,6,12,2020,1613
29,1,1,2020,560
29,1,2,2020,498
29,1,3,2020,533
29,1,4,2020,519
29,1,5,2020,535
29,1,6,2020,512
29,1,7,2020,565
29,1,8,2020,569
29,1,9,2020,583
29,1,10,2020,604
29,1,11,2020,530
29,1,12,2020,435
29,6,1,2020,527
29,6,2,2020,497
29,6,3,2020,548
29,6,4,2020,511
29,6,5,2020,508
29,6,6,2020,510
29,6,7,2020,562
29,6,8,2020,525
29,6,9,2020,532
29,6,10,2020,548
29,6,11,2020,494
29,6,12,2020,450
30,1,1,2020,655
30,1,2,2020,550
30,1,3,2020,623
30,1,4,2020,596
30,1,5,2020,579
30,1,6,2020,581
30,1,7,2020,630
30,1,8,2020,631
30,1,9,2020,671
30,1,10,2020,664
30,1,11,2020,550
30,1,12,2020,478
30,6,1,2020,598
30,6,2,2020,505
30,6,3,2020,622
30,6,4,2020,513
30,6,5,2020,478
30,6,6,2020,497
30,6,7,2020,632
30,6,8,2020,593
30,6,9,2020,581
30,6,10,2020,596
30,6,11,2020,496
30,6,12,2020,473
31,1,1,2020,221
31,1,2,2020,228
31,1,3,2020,202
31,1,4,2020,193
31,1,5,2020,219
31,1,6,2020,210
31,1,7,2020,211
31,1,8,2020,242
31,1,9,2020,242
31,1,10,2020,230
31,1,11,2020,206
31,1,12,2020,203
31,6,1,2020,208
31,6,2,2020,197
31,6,3,2020,211
31,6,4,2020,212
31,6,5,2020,214
31,6,6,2020,192
31,6,7,2020,229
31,6,8,2020,212
31,6,9,2020,215
31,6,10,2020,204
31,6,11,2020,179
31,6,12,2020,174
32,1,1,2020,65
32,1,2,2020,62
32,1,3,2020,59
32,1,4,2020,60
32,1,5,2020,60
32,1,6,2020,64
32,1,7,2020,69
32,1,8,2020,58
32,1,9,2020,79
32,1,10,2020,80
32,1,11,2020,69
32,1,12,2020,56
32,6,1,2020,60
32,6,2,2020,51
32,6,3,2020,70
32,6,4,2020,47
32,6,5,2020,51
32,6,6,2020,54
32,6,7,2020,59
32,6,8,2020,66
32,6,9,2020,59
32,6,10,2020,59
32,6,11,2020,58
32,6,12,2020,37
33,1,1,2020,230
33,1,2,2020,200
33,1,3,2020,215
33,1,4,2020,223
33,1,5,2020,198
33,1,6,2020,183
33,1,7,2020,213
33,1,8,2020,233
33,1,9,2020,203
33,1,10,2020,205
33,1,11,2020,215
33,1,12,2020,175
33,6,1,2020,221
33,6,2,2020,198
33,6,3,2020,188
33,6,4,2020,195
33,6,5,2020,197
33,6,6,2020,202
33,6,7,2020,212
33,6,8,2020,221
33,6,9,2020,188
33,6,10,2020,207
33,6,11,2020,188
33,6,12,2020,166
34,1,1,2020,36
34,1,2,2020,38
34,1,3,2020,57
34,1,4,2020,41
34,1,5,2020,47
34,1,6,2020,50
34,1,7,2020,46
34,1,8,2020,33
34,1,9,2020,40
34,1,10,2020,45
34,1,11,2020,29
34,1,12,2020,27
34,6,1,2020,44
34,6,2,2020,41
34,6,3,2020,34
34,6,4,2020,32
34,6,5,2020,41
34,6,6,2020,42
34,6,7,2020,43
34,6,8,2020,27
34,6,9,2020,30
34,6,10,2020,38
34,6,11,2020,28
34,6,12,2020,30
35,1,1,2020,305
35,1,2,2020,290
35,1,3,2020,298
35,1,4,2020,273
35,1,5,2020,267
35,1,6,2020,294
35,1,7,2020,292
35,1,8,2020,307
35,1,9,2020,311
35,1,10,2020,345
35,1,11,2020,297
35,1,12,2020,301
35,6,1,2020,318
35,6,2,2020,306
35,6,3,2020,275
35,6,4,2020,290
35,6,5,2020,262
35,6,6,2020,254
35,6,7,2020,282
35,6,8,2020,295
35,6,9,2020,316
35,6,10,2020,297
35,6,11,2020,286
35,6,12,2020,232
36,1,1,2020,254
36,1,2,2020,218
36,1,3,2020,233
36,1,4,2020,225
36,1,5,2020,208
36,1,6,2020,220
36,1,7,2020,264
36,1,8,2020,242
36,1,9,2020,266
36,1,10,2020,268
36,1,11,2020,232
36,1,12,2020,198
36,6,1,2020,228
36,6,2,2020,246
36,6,3,2020,223
36,6,4,2020,230
36,6,5,2020,229
36,6,6,2020,252
36,6,7,2020,252
36,6,8,2020,227
36,6,9,2020,235
36,6,10,2020,256
36,6,11,2020,244
36,6,12,2020,205
37,1,1,2020,84
37,1,2,2020,77
37,1,3,2020,81
37,1,4,2020,77
37,1,5,2020,89
37,1,6,2020,75
37,1,7,2020,86
37,1,8,2020,84
37,1,9,2020,87
37,1,10,2020,72
37,1,11,2020,65
37,1,12,2020,74
37,6,1,2020,76
37,6,2,2020,66
37,6,3,2020,79
37,6,4,2020,68
37,6,5,2020,70
37,6,6,2020,88
37,6,7,2020,85
37,6,8,2020,76
37,6,9,2020,90
37,6,10,2020,64
37,6,11,2020,66
37,6,12,2020,63
38,1,1,2020,287
38,1,2,2020,234
38,1,3,2020,287
38,1,4,2020,238
38,1,5,2020,252
38,1,6,2020,253
38,1,7,2020,251
38,1,8,2020,277
38,1,9,2020,287
38,1,10,2020,263
38,1,11,2020,249
38,1,12,2020,197
38,6,1,2020,261
38,6,2,2020,208
38,6,3,2020,255
38,6,4,2020,269
38,6,5,2020,247
38,6,6,2020,239
38,6,7,2020,230
38,6,8,2020,261
38,6,9,2020,275
38,6,10,2020,276
38,6,11,2020,216
38,6,12,2020,226
39,1,1,2020,164
39,1,2,2020,108
39,1,3,2020,127
39,1,4,2020,155
39,1,5,2020,155
39,1,6,2020,133
39,1,7,2020,176
39,1,8,2020,146
39,1,9,2020,157
39,1,10,2020,193
39,1,11,2020,143
39,1,12,2020,125
39,6,1,2020,147
39,6,2,2020,127
39,6,3,2020,132
39,6,4,2020,121
39,6,5,2020,128
39,6,6,2020,131
39,6,7,2020,139
39,6,8,2020,173
39,6,9,2020,154
39,6,10,2020,165
39,6,11,2020,125
39,6,12,2020,113
40,1,1,2020,42
40,1,2,2020,22
40,1,3,2020,29
40,1,4,2020,40
40,1,5,2020,51
40,1,6,2020,41
40,1,7,2020,37
40,1,8,2020,32
40,1,9,2020,44
40,1,10,2020,35
40,1,11,2020,44
40,1,12,2020,27
40,6,1,2020,42
40,6,2,2020,37
40,6,3,2020,48
40,6,4,2020,39
40,6,5,2020,43
40,6,6,2020,34
40,6,7,2020,41
40,6,8,2020,38
40,6,9,2020,43
40,6,10,2020,33
40,6,11,2020,35
40,6,12,2020,35
41,1,1,2020,692
41,1,2,2020,678
41,1,3,2020,710
41,1,4,2020,626
41,1,5,2020,625
41,1,6,2020,685
41,1,7,2020,709
41,1,8,2020,719
41,1,9,2020,722
41,1,10,2020,713
41,1,11,2020,595
41,1,12,2020,573
41,6,1,2020,668
41,6,2,2020,563
41,6,3,2020,649
41,6,4,2020,640
41,6,5,2020,622
41,6,6,2020,607
41,6,7,2020,657
41,6,8,2020,642
41,6,9,2020,672
41,6,10,2020,719
41,6,11,2020,613
41,6,12,2020,506
42,1,1,2020,20
42,1,2,2020,29
42,1,3,2020,29
42,1,4,2020,31
42,1,5,2020,24
42,1,6,2020,25
42,1,7,2020,14
42,1,8,2020,28
42,1,9,2020,26
42,1,10,2020,22
42,1,11,2020,22
42,1,12,2020,29
42,6,1,2020,24
42,6,2,2020,15
42,6,3,2020,26
42,6,4,2020,24
42,6,5,2020,21
42,6,6,2020,23
42,6,7,2020,23
42,6,8,2020,21
42,6,9,2020,32
42,6,10,2020,25
42,6,11,2020,29
42,6,12,2020,22
43,1,1,2020,288
43,1,2,2020,235
43,1,3,2020,254
43,1,4,2020,224
43,1,5,2020,237
43,1,6,2020,222
43,1,7,2020,286
43,1,8,2020,297
43,1,9,2020,274
43,1,10,2020,298
43,1,11,2020,277
43,1,12,2020,204
43,6,1,2020,278
43,6,2,2020,234
43,6,3,2020,255
43,6,4,2020,228
43,6,5,2020,250
43,6,6,2020,233
43,6,7,2020,273
43,6,8,2020,252
43,6,9,2020,276
43,6,10,2020,251
43,6,11,2020,231
43,6,12,2020,236
44,1,1,2020,39
44,1,2,2020,33
44,1,3,2020,38
44,1,4,2020,41
44,1,5,2020,41
44,1,6,2020,31
44,1,7,2020,38
44,1,8,2020,35
44,1,9,2020,38
44,1,10,2020,32
44,1,11,2020,29
44,1,12,2020,37
44,6,1,2020,51
44,6,2,2020,29
44,6,3,2020,41
44,6,4,2020,32
44,6,5,2020,36
44,6,6,2020,41
44,6,7,2020,42
44,6,8,2020,41
44,6,9,2020,32
44,6,10,2020,39
44,6,11,2020,31
44,6,12,2020,32
45,1,1,2020,213
45,1,2,2020,196
45,1,3,2020,204
45,1,4,2020,217
45,1,5,2020,202
45,1,6,2020,213
45,1,7,2020,227
45,1,8,2020,219
45,1,9,2020,221
45,1,10,2020,230
45,1,11,2020,209
45,1,12,2020,172
45,6,1,2020,215
45,6,2,2020,174
45,6,3,2020,195
45,6,4,2020,178
45,6,5,2020,257
45,6,6,2020,190
45,6,7,2020,188
45,6,8,2020,224
45,6,9,2020,212
45,6,10,2020,209
45,6,11,2020,163
45,6,12,2020,154
46,1,1,2020,916
46,1,2,2020,758
46,1,3,2020,805
46,1,4,2020,753
46,1,5,2020,778
46,1,6,2020,781
46,1,7,2020,843
46,1,8,2020,790
46,1,9,2020,894
46,1,10,2020,844
46,1,11,2020,706
46,1,12,2020,623
46,6,1,2020,794
46,6,2,2020,717
46,6,3,2020,773
46,6,4,2020,673
46,6,5,2020,701
46,6,6,2020,773
46,6,7,2020,791
46,6,8,2020,775
46,6,9,2020,772
46,6,10,2020,842
46,6,11,2020,694
46,6,12,2020,616
47,1,1,2020,147
47,1,2,2020,121
47,1,3,2020,165
47,1,4,2020,144
47,1,5,2020,167
47,1,6,2020,117
47,1,7,2020,156
47,1,8,2020,149
47,1,9,2020,144
47,1,10,2020,157
47,1,11,2020,123
47,1,12,2020,105
47,6,1,2020,147
47,6,2,2020,137
47,6,3,2020,141
47,6,4,2020,118
47,6,5,2020,138
47,6,6,2020,123
47,6,7,2020,177
47,6,8,2020,147
47,6,9,2020,142
47,6,10,2020,126
47,6,11,2020,132
47,6,12,2020,98
48,1,1,2020,327
48,1,2,2020,347
48,1,3,2020,346
48,1,4,2020,295
48,1,5,2020,315
48,1,6,2020,317
48,1,7,2020,345
48,1,8,2020,347
48,1,9,2020,363
48,1,10,2020,334
48,1,11,2020,277
48,1,12,2020,266
48,6,1,2020,323
48,6,2,2020,271
48,6,3,2020,300
48,6,4,2020,290
48,6,5,2020,310
48,6,6,2020,265
48,6,7,2020,296
48,6,8,2020,305
48,6,9,2020,286
48,6,10,2020,332
48,6,11,2020,317
48,6,12,2020,243
49,1,1,2020,32
49,1,2,2020,31
49,1,3,2020,31
49,1,4,2020,34
49,1,5,2020,44
49,1,6,2020,38
49,1,7,2020,42
49,1,8,2020,40
49,1,9,2020,47
49,1,10,2020,31
49,1,11,2020,31
49,1,12,2020,34
49,6,1,2020,27
49,6,2,2020,31
49,6,3,2020,19
49,6,4,2020,33
49,6,5,2020,26
49,6,6,2020,32
49,6,7,2020,32
49,6,8,2020,25
49,6,9,2020,29
49,6,10,2020,26
49,6,11,2020,33
49,6,12,2020,26
50,1,1,2020,319
50,1,2,2020,271
50,1,3,2020,299
50,1,4,2020,304
50,1,5,2020,292
50,1,6,2020,272
50,1,7,2020,287
50,1,8,2020,289
50,1,9,2020,265
50,1,10,2020,314
50,1,11,2020,307
50,1,12,2020,229
50,6,1,2020,298
50,6,2,2020,284
50,6,3,2020,299
50,6,4,2020,246
50,6,5,2020,271
50,6,6,2020,266
50,6,7,2020,275
50,6,8,2020,293
50,6,9,2020,272
50,6,10,2020,302
50,6,11,2020,281
50,6,12,2020,231
51,1,1,2020,64
51,1,2,2020,54
51,1,3,2020,41
51,1,4,2020,36
51,1,5,2020,33
51,1,6,2020,34
51,1,7,2020,36
51,1,8,2020,40
51,1,9,2020,37
51,1,10,2020,30
51,1,11,2020,30
51,1,12,2020,24
51,6,1,2020,52
51,6,2,2020,40
51,6,3,2020,34
51,6,4,2020,36
51,6,5,2020,29
51,6,6,2020,30
51,6,7,2020,39
51,6,8,2020,39
51,6,9,2020,43
51,6,10,2020,38
51,6,11,2020,33
51,6,12,2020,23
52,1,1,2020,79
52,1,2,2020,53
52,1,3,2020,42
52,1,4,2020,43
52,1,5,2020,30
52,1,6,2020,30
52,1,7,2020,41
52,1,8,2020,39
52,1,9,2020,42
52,1,10,2020,47
52,1,11,2020,37
52,1,12,2020,34
52,6,1,2020,75
52,6,2,2020,56
52,6,3,2020,29
52,6,4,2020,40
52,6,5,2020,36
52,6,6,2020,34
52,6,7,2020,39
52,6,8,2020,44
52,6,9,2020,34
52,6,10,2020,36
52,6,11,2020,38
52,6,12,2020,39
1,1,1,2019,114
1,1,2,2019,106
1,1,3,2019,121
1,1,4,2019,96
1,1,5,2019,109
1,1,6,2019,112
1,1,7,2019,123
1,1,8,2019,106
1,1,9,2019,110
1,1,10,2019,100
1,1,11,2019,98
1,1,12,2019,101
1,6,1,2019,95
1,6,2,2019,89
1,6,3,2019,107
1,6,4,2019,90
1,6,5,2019,93
1,6,6,2019,101
1,6,7,2019,105
1,6,8,2019,123
1,6,9,2019,114
1,6,10,2019,107
1,6,11,2019,98
1,6,12,2019,104
2,1,1,2019,127
2,1,2,2019,114
2,1,3,2019,116
2,1,4,2019,127
2,1,5,2019,131
